surah_num,ayah_num,ayah_txt,clean_txt,surah_name
2,204,وَمِنَ النَّاسِ مَنْ يُعْجِبُكَ قَوْلُهُ فِي الْحَيَاةِ الدُّنْيَا وَيُشْهِدُ اللَّهَ عَلَىٰ مَا فِي قَلْبِهِ وَهُوَ أَلَدُّ الْخِصَامِ,الناس يعجبك قوله الحياه الدنيا ويشهد الله قلبه الد الخصام ناس أعجب قول لحى دنيا شهد الله قلب الد خصام,البقرة
2,205,وَإِذَا تَوَلَّىٰ سَعَىٰ فِي الْأَرْضِ لِيُفْسِدَ فِيهَا وَيُهْلِكَ الْحَرْثَ وَالنَّسْلَ ۗ وَاللَّهُ لَا يُحِبُّ الْفَسَادَ,تولي سعي الارض ليفسد ويهلك الحرث والنسل  والله يحب الفساد ولى سعة الارض فسد هلك حرث نسل  الله أحب فساد,البقرة
2,206,وَإِذَا قِيلَ لَهُ اتَّقِ اللَّهَ أَخَذَتْهُ الْعِزَّةُ بِالْإِثْمِ ۚ فَحَسْبُهُ جَهَنَّمُ ۚ وَلَبِئْسَ الْمِهَادُ,قيل اتق الله اخذته العزه بالاثم  جهنم  ولبئس المهاد قال اتقى الله اخذته لعز بالاثم  جهنم  بئس مهاد,البقرة
2,207,وَمِنَ النَّاسِ مَنْ يَشْرِي نَفْسَهُ ابْتِغَاءَ مَرْضَاتِ اللَّهِ ۗ وَاللَّهُ رَءُوفٌ بِالْعِبَادِ,الناس يشري ابتغاء مرضات الله  والله رءوف بالعباد ناس شرى ابتغاء مرض الله  الله رءوف عباد,البقرة
2,208,يَا أَيُّهَا الَّذِينَ آمَنُوا ادْخُلُوا فِي السِّلْمِ كَافَّةً وَلَا تَتَّبِعُوا خُطُوَاتِ الشَّيْطَانِ ۚ إِنَّهُ لَكُمْ عَدُوٌّ مُبِينٌ,امنوا ادخلوا السلم كافه تتبعوا خطوات الشيطان  عدو مبين منا دخل سلم كاف أتبع خطوة شيطان  عدو مبين,البقرة
2,209,فَإِنْ زَلَلْتُمْ مِنْ بَعْدِ مَا جَاءَتْكُمُ الْبَيِّنَاتُ فَاعْلَمُوا أَنَّ اللَّهَ عَزِيزٌ حَكِيمٌ,زللتم جاءتكم البينات فاعلموا الله عزيز حكيم زل جاء بين علم الله عزيز حكيم,البقرة
2,210,هَلْ يَنْظُرُونَ إِلَّا أَنْ يَأْتِيَهُمُ اللَّهُ فِي ظُلَلٍ مِنَ الْغَمَامِ وَالْمَلَائِكَةُ وَقُضِيَ الْأَمْرُ ۚ وَإِلَى اللَّهِ تُرْجَعُ الْأُمُورُ,ينظرون ياتيهم الله ظلل الغمام والملائكه وقضي الامر  الله ترجع الامور نظر ياتيهم الله ظلل غمام والملائكه قضة الامر  الله رجع الامور,البقرة
2,211,سَلْ بَنِي إِسْرَائِيلَ كَمْ آتَيْنَاهُمْ مِنْ آيَةٍ بَيِّنَةٍ ۗ وَمَنْ يُبَدِّلْ نِعْمَةَ اللَّهِ مِنْ بَعْدِ مَا جَاءَتْهُ فَإِنَّ اللَّهَ شَدِيدُ الْعِقَابِ,سل بني اسرائيل اتيناهم  يبدل نعمه الله جاءته الله شديد العقاب سل بن اسرائيل اتيناهم  بدل نعم الله جاء الله شديد عقاب,البقرة
2,212,زُيِّنَ لِلَّذِينَ كَفَرُوا الْحَيَاةُ الدُّنْيَا وَيَسْخَرُونَ مِنَ الَّذِينَ آمَنُوا ۘ وَالَّذِينَ اتَّقَوْا فَوْقَهُمْ يَوْمَ الْقِيَامَةِ ۗ وَاللَّهُ يَرْزُقُ مَنْ يَشَاءُ بِغَيْرِ حِسَابٍ,زين كفروا الحياه الدنيا ويسخرون امنوا  اتقوا يوم القيامه  والله يرزق يشاء حساب زين كفر لحى دنيا سخر منا  اتقى يوم القيامه  الله رزق شاء حساب,البقرة
2,213,كَانَ النَّاسُ أُمَّةً وَاحِدَةً فَبَعَثَ اللَّهُ النَّبِيِّينَ مُبَشِّرِينَ وَمُنْذِرِينَ وَأَنْزَلَ مَعَهُمُ الْكِتَابَ بِالْحَقِّ لِيَحْكُمَ بَيْنَ النَّاسِ فِيمَا اخْتَلَفُوا فِيهِ ۚ وَمَا اخْتَلَفَ فِيهِ إِلَّا الَّذِينَ أُوتُوهُ مِنْ بَعْدِ مَا جَاءَتْهُمُ الْبَيِّنَاتُ بَغْيًا بَيْنَهُمْ ۖ فَهَدَى اللَّهُ الَّذِينَ آمَنُوا لِمَا اخْتَلَفُوا فِيهِ مِنَ الْحَقِّ بِإِذْنِهِ ۗ وَاللَّهُ يَهْدِي مَنْ يَشَاءُ إِلَىٰ صِرَاطٍ مُسْتَقِيمٍ,الناس امه واحده فبعث الله النبيين مبشرين ومنذرين وانزل الكتاب بالحق ليحكم الناس اختلفوا  اختلف اوتوه جاءتهم البينات بغيا  فهدي الله امنوا اختلفوا الحق باذنه  والله يهدي يشاء صراط مستقيم ناس مها واحد بعث الله نبي مبشر منذر نزل كتاب حق حكم ناس اختلف  اختلف اوتوه جاء بين بغي  هدي الله منا اختلف حق باذنه  الله هدى شاء صراط مستقيم,البقرة
2,214,أَمْ حَسِبْتُمْ أَنْ تَدْخُلُوا الْجَنَّةَ وَلَمَّا يَأْتِكُمْ مَثَلُ الَّذِينَ خَلَوْا مِنْ قَبْلِكُمْ ۖ مَسَّتْهُمُ الْبَأْسَاءُ وَالضَّرَّاءُ وَزُلْزِلُوا حَتَّىٰ يَقُولَ الرَّسُولُ وَالَّذِينَ آمَنُوا مَعَهُ مَتَىٰ نَصْرُ اللَّهِ ۗ أَلَا إِنَّ نَصْرَ اللَّهِ قَرِيبٌ,حسبتم تدخلوا الجنه ياتكم خلوا قبلكم  مستهم الباساء والضراء وزلزلوا يقول الرسول امنوا نصر الله  نصر الله قريب حسب دخل لجن يا خلو قبل  مس الباساء ضراء زلزل أقول رسول منا نصر الله  نصر الله قريب,البقرة
2,215,يَسْأَلُونَكَ مَاذَا يُنْفِقُونَ ۖ قُلْ مَا أَنْفَقْتُمْ مِنْ خَيْرٍ فَلِلْوَالِدَيْنِ وَالْأَقْرَبِينَ وَالْيَتَامَىٰ وَالْمَسَاكِينِ وَابْنِ السَّبِيلِ ۗ وَمَا تَفْعَلُوا مِنْ خَيْرٍ فَإِنَّ اللَّهَ بِهِ عَلِيمٌ,يسالونك ينفقون  قل انفقتم خير فللوالدين والاقربين واليتامي والمساكين السبيل  تفعلوا خير الله عليم يسالونك نفق  قل انفقتم خير والد والاقربين واليتامي مساك سبيل  فعل خير الله عليم,البقرة
2,216,كُتِبَ عَلَيْكُمُ الْقِتَالُ وَهُوَ كُرْهٌ لَكُمْ ۖ وَعَسَىٰ أَنْ تَكْرَهُوا شَيْئًا وَهُوَ خَيْرٌ لَكُمْ ۖ وَعَسَىٰ أَنْ تُحِبُّوا شَيْئًا وَهُوَ شَرٌّ لَكُمْ ۗ وَاللَّهُ يَعْلَمُ وَأَنْتُمْ لَا تَعْلَمُونَ,كتب القتال كره  تكرهوا شيئا خير  تحبوا شيئا شر  والله يعلم تعلمون تب قتال كره  كره شيء خير  أحب شيء شر  الله علم علم,البقرة
2,217,يَسْأَلُونَكَ عَنِ الشَّهْرِ الْحَرَامِ قِتَالٍ فِيهِ ۖ قُلْ قِتَالٌ فِيهِ كَبِيرٌ ۖ وَصَدٌّ عَنْ سَبِيلِ اللَّهِ وَكُفْرٌ بِهِ وَالْمَسْجِدِ الْحَرَامِ وَإِخْرَاجُ أَهْلِهِ مِنْهُ أَكْبَرُ عِنْدَ اللَّهِ ۚ وَالْفِتْنَةُ أَكْبَرُ مِنَ الْقَتْلِ ۗ وَلَا يَزَالُونَ يُقَاتِلُونَكُمْ حَتَّىٰ يَرُدُّوكُمْ عَنْ دِينِكُمْ إِنِ اسْتَطَاعُوا ۚ وَمَنْ يَرْتَدِدْ مِنْكُمْ عَنْ دِينِهِ فَيَمُتْ وَهُوَ كَافِرٌ فَأُولَٰئِكَ حَبِطَتْ أَعْمَالُهُمْ فِي الدُّنْيَا وَالْآخِرَةِ ۖ وَأُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,يسالونك الشهر الحرام قتال  قل قتال كبير  وصد سبيل الله وكفر والمسجد الحرام واخراج اهله اكبر الله  والفتنه اكبر القتل  يزالون يقاتلونكم يردوكم دينكم استطاعوا  يرتدد دينه فيمت كافر حبطت اعمالهم الدنيا والاخره  اصحاب النار  خالدون يسالونك شهر حرام قتال  قل قتال كبير  صد سبيل الله كفر مسجد حرام واخراج اهله كبر الله  لفت كبر قتل  أزال قاتل ردى دين استطاع  ارتد دين أمات كافر حبط اعمالهم دنيا والاخره  اصحاب نار  خالد,البقرة
2,218,إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَاجَرُوا وَجَاهَدُوا فِي سَبِيلِ اللَّهِ أُولَٰئِكَ يَرْجُونَ رَحْمَتَ اللَّهِ ۚ وَاللَّهُ غَفُورٌ رَحِيمٌ,امنوا هاجروا وجاهدوا سبيل الله يرجون رحمت الله  والله غفور رحيم منا هاجر جاهد سبيل الله رج رحم الله  الله غفور رحيم,البقرة
2,219,يَسْأَلُونَكَ عَنِ الْخَمْرِ وَالْمَيْسِرِ ۖ قُلْ فِيهِمَا إِثْمٌ كَبِيرٌ وَمَنَافِعُ لِلنَّاسِ وَإِثْمُهُمَا أَكْبَرُ مِنْ نَفْعِهِمَا ۗ وَيَسْأَلُونَكَ مَاذَا يُنْفِقُونَ قُلِ الْعَفْوَ ۗ كَذَٰلِكَ يُبَيِّنُ اللَّهُ لَكُمُ الْآيَاتِ لَعَلَّكُمْ تَتَفَكَّرُونَ,يسالونك الخمر والميسر  قل كبير ومنافع للناس واثمهما اكبر نفعهما  ويسالونك ينفقون قل العفو  يبين الله الايات تتفكرون يسالونك خمر ميسر  قل كبير منافع ناس واثمهما كبر نفع  ويسالونك نفق قل عفو  أبان الله الايات تفكر,البقرة
2,220,فِي الدُّنْيَا وَالْآخِرَةِ ۗ وَيَسْأَلُونَكَ عَنِ الْيَتَامَىٰ ۖ قُلْ إِصْلَاحٌ لَهُمْ خَيْرٌ ۖ وَإِنْ تُخَالِطُوهُمْ فَإِخْوَانُكُمْ ۚ وَاللَّهُ يَعْلَمُ الْمُفْسِدَ مِنَ الْمُصْلِحِ ۚ وَلَوْ شَاءَ اللَّهُ لَأَعْنَتَكُمْ ۚ إِنَّ اللَّهَ عَزِيزٌ حَكِيمٌ,الدنيا والاخره  ويسالونك اليتامي  قل اصلاح خير  تخالطوهم فاخوانكم  والله يعلم المفسد المصلح  شاء الله لاعنتكم  الله عزيز حكيم دنيا والاخره  ويسالونك اليتامي  قل اصلاح خير  خالط فاخوانكم  الله علم مفسد مصلح  شاء الله لاعن  الله عزيز حكيم,البقرة
2,221,وَلَا تَنْكِحُوا الْمُشْرِكَاتِ حَتَّىٰ يُؤْمِنَّ ۚ وَلَأَمَةٌ مُؤْمِنَةٌ خَيْرٌ مِنْ مُشْرِكَةٍ وَلَوْ أَعْجَبَتْكُمْ ۗ وَلَا تُنْكِحُوا الْمُشْرِكِينَ حَتَّىٰ يُؤْمِنُوا ۚ وَلَعَبْدٌ مُؤْمِنٌ خَيْرٌ مِنْ مُشْرِكٍ وَلَوْ أَعْجَبَكُمْ ۗ أُولَٰئِكَ يَدْعُونَ إِلَى النَّارِ ۖ وَاللَّهُ يَدْعُو إِلَى الْجَنَّةِ وَالْمَغْفِرَةِ بِإِذْنِهِ ۖ وَيُبَيِّنُ آيَاتِهِ لِلنَّاسِ لَعَلَّهُمْ يَتَذَكَّرُونَ,تنكحوا المشركات يؤمن  ولامه مؤمنه خير مشركه اعجبتكم  تنكحوا المشركين يؤمنوا  ولعبد مؤمن خير مشرك اعجبكم  يدعون النار  والله يدعو الجنه والمغفره باذنه  ويبين اياته للناس يتذكرون أنكح مشرك أمن  لام مؤمن خير مشرك اعجبتكم  أنكح مشرك أمن  عبد مؤمن خير مشرك اعجبكم  ادعى نار  الله دعا لجن والمغفره باذنه  أبان اياته ناس تذكر,البقرة
2,222,وَيَسْأَلُونَكَ عَنِ الْمَحِيضِ ۖ قُلْ هُوَ أَذًى فَاعْتَزِلُوا النِّسَاءَ فِي الْمَحِيضِ ۖ وَلَا تَقْرَبُوهُنَّ حَتَّىٰ يَطْهُرْنَ ۖ فَإِذَا تَطَهَّرْنَ فَأْتُوهُنَّ مِنْ حَيْثُ أَمَرَكُمُ اللَّهُ ۚ إِنَّ اللَّهَ يُحِبُّ التَّوَّابِينَ وَيُحِبُّ الْمُتَطَهِّرِينَ,ويسالونك المحيض  قل فاعتزلوا النساء المحيض  تقربوهن يطهرن  تطهرن فاتوهن امركم الله  الله يحب التوابين ويحب المتطهرين ويسالونك محيض  قل اعتزل نساء محيض  قرب طهر  طهر توى مرى الله  الله أحب تواب أحب متطهر,البقرة
2,223,نِسَاؤُكُمْ حَرْثٌ لَكُمْ فَأْتُوا حَرْثَكُمْ أَنَّىٰ شِئْتُمْ ۖ وَقَدِّمُوا لِأَنْفُسِكُمْ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّكُمْ مُلَاقُوهُ ۗ وَبَشِّرِ الْمُؤْمِنِينَ,نساؤكم حرث فاتوا حرثكم شئتم  وقدموا لانفسكم  واتقوا الله واعلموا ملاقوه  وبشر المؤمنين نساء حرث فات حرث شاء  قدم لانفسكم  اتقى الله علم ملاق  بشر مؤمن,البقرة
